17:25:02 new steering: 85, stabilized steering: 85, difference: 0 
17:25:23 new steering: 37, stabilized steering: 39, difference: 2 
17:25:23 new steering: 36, stabilized steering: 38, difference: 2 
17:25:23 new steering: 35, stabilized steering: 37, difference: 2 
17:25:23 new steering: 34, stabilized steering: 36, difference: 2 
17:25:23 new steering: 33, stabilized steering: 35, difference: 2 
17:25:23 new steering: 29, stabilized steering: 34, difference: 5 
17:25:24 new steering: 33, stabilized steering: 33, difference: 0 
17:25:24 new steering: 28, stabilized steering: 32, difference: 4 
17:25:24 new steering: 25, stabilized steering: 31, difference: 6 
17:25:24 new steering: 29, stabilized steering: 30, difference: 1 
17:25:24 new steering: 30, stabilized steering: 30, difference: 0 
17:25:24 new steering: 22, stabilized steering: 29, difference: 7 
17:25:24 new steering: 23, stabilized steering: 28, difference: 5 
17:25:24 new steering: 23, stabilized steering: 27, difference: 4 
17:25:24 new steering: 24, stabilized steering: 26, difference: 2 
17:25:24 new steering: 24, stabilized steering: 25, difference: 1 
17:25:24 new steering: 25, stabilized steering: 25, difference: 0 
17:25:24 new steering: 25, stabilized steering: 25, difference: 0 
17:25:24 new steering: 25, stabilized steering: 25, difference: 0 
17:25:25 new steering: 25, stabilized steering: 25, difference: 0 
17:25:25 new steering: 25, stabilized steering: 25, difference: 0 
17:25:25 new steering: 26, stabilized steering: 26, difference: 0 
17:25:25 new steering: 26, stabilized steering: 26, difference: 0 
17:25:25 new steering: 26, stabilized steering: 26, difference: 0 
17:25:25 new steering: 28, stabilized steering: 27, difference: 1 
17:25:25 new steering: 27, stabilized steering: 27, difference: 0 
17:25:25 new steering: 27, stabilized steering: 27, difference: 0 
17:25:25 new steering: 28, stabilized steering: 28, difference: 0 
17:25:25 new steering: 27, stabilized steering: 27, difference: 0 
17:25:25 new steering: 27, stabilized steering: 27, difference: 0 
17:25:25 new steering: 28, stabilized steering: 28, difference: 0 
17:25:25 new steering: 28, stabilized steering: 28, difference: 0 
17:25:26 new steering: 28, stabilized steering: 28, difference: 0 
17:25:26 new steering: 28, stabilized steering: 28, difference: 0 
17:25:26 new steering: 29, stabilized steering: 29, difference: 0 
17:25:26 new steering: 29, stabilized steering: 29, difference: 0 
17:25:26 new steering: 30, stabilized steering: 30, difference: 0 
17:25:26 new steering: 30, stabilized steering: 30, difference: 0 
17:25:26 new steering: 29, stabilized steering: 29, difference: 0 
17:25:26 new steering: 30, stabilized steering: 30, difference: 0 
17:25:26 new steering: 30, stabilized steering: 30, difference: 0 
17:25:26 new steering: 30, stabilized steering: 30, difference: 0 
17:25:32 new steering: 161, stabilized steering: 31, difference: 130 
17:25:32 new steering: 161, stabilized steering: 32, difference: 129 
17:25:32 new steering: 91, stabilized steering: 37, difference: 54 
17:25:32 new steering: 161, stabilized steering: 38, difference: 123 
17:25:33 new steering: 161, stabilized steering: 39, difference: 122 
17:25:33 new steering: 161, stabilized steering: 40, difference: 121 
17:25:33 new steering: 161, stabilized steering: 41, difference: 120 
17:25:33 new steering: 92, stabilized steering: 46, difference: 46 
17:25:33 new steering: 88, stabilized steering: 51, difference: 37 
17:25:33 new steering: 89, stabilized steering: 56, difference: 33 
17:25:33 new steering: 88, stabilized steering: 61, difference: 27 
17:25:33 new steering: 89, stabilized steering: 66, difference: 23 
17:25:33 new steering: 90, stabilized steering: 71, difference: 19 
17:25:33 new steering: 88, stabilized steering: 76, difference: 12 
17:25:33 new steering: 89, stabilized steering: 81, difference: 8 
17:25:33 new steering: 89, stabilized steering: 86, difference: 3 
17:25:34 new steering: 85, stabilized steering: 85, difference: 0 
17:25:34 new steering: 88, stabilized steering: 88, difference: 0 
17:25:34 new steering: 85, stabilized steering: 85, difference: 0 
17:25:34 new steering: 90, stabilized steering: 90, difference: 0 
17:25:34 new steering: 93, stabilized steering: 93, difference: 0 
17:25:34 new steering: 95, stabilized steering: 95, difference: 0 
17:25:34 new steering: 99, stabilized steering: 99, difference: 0 
17:25:34 new steering: 90, stabilized steering: 94, difference: 4 
17:25:34 new steering: 95, stabilized steering: 95, difference: 0 
17:25:34 new steering: 103, stabilized steering: 100, difference: 3 
17:25:34 new steering: 101, stabilized steering: 101, difference: 0 
17:25:35 new steering: 104, stabilized steering: 104, difference: 0 
17:25:35 new steering: 101, stabilized steering: 101, difference: 0 
17:25:35 new steering: 90, stabilized steering: 96, difference: 6 
17:25:35 new steering: 116, stabilized steering: 101, difference: 15 
17:25:35 new steering: 135, stabilized steering: 106, difference: 29 
17:25:35 new steering: 120, stabilized steering: 111, difference: 9 
17:25:35 new steering: 143, stabilized steering: 116, difference: 27 
17:25:35 new steering: 124, stabilized steering: 121, difference: 3 
17:25:36 new steering: 150, stabilized steering: 126, difference: 24 
17:25:36 new steering: 87, stabilized steering: 121, difference: 34 
17:25:36 new steering: 133, stabilized steering: 126, difference: 7 
17:25:36 new steering: 89, stabilized steering: 121, difference: 32 
17:25:36 new steering: 127, stabilized steering: 126, difference: 1 
17:25:36 new steering: 89, stabilized steering: 121, difference: 32 
17:25:36 new steering: 86, stabilized steering: 116, difference: 30 
17:25:36 new steering: 79, stabilized steering: 111, difference: 32 
17:25:36 new steering: 65, stabilized steering: 106, difference: 41 
17:25:37 new steering: 59, stabilized steering: 101, difference: 42 
17:25:37 new steering: 68, stabilized steering: 96, difference: 28 
17:25:37 new steering: 171, stabilized steering: 97, difference: 74 
17:25:37 new steering: 169, stabilized steering: 98, difference: 71 
17:25:37 new steering: 62, stabilized steering: 93, difference: 31 
17:25:37 new steering: 74, stabilized steering: 88, difference: 14 
17:25:37 new steering: 61, stabilized steering: 83, difference: 22 
17:25:37 new steering: 61, stabilized steering: 78, difference: 17 
17:25:37 new steering: 71, stabilized steering: 73, difference: 2 
17:25:38 new steering: 89, stabilized steering: 78, difference: 11 
17:25:38 new steering: 171, stabilized steering: 79, difference: 92 
17:25:38 new steering: 170, stabilized steering: 80, difference: 90 
17:25:38 new steering: 89, stabilized steering: 85, difference: 4 
17:25:38 new steering: 169, stabilized steering: 86, difference: 83 
17:25:38 new steering: 89, stabilized steering: 89, difference: 0 
