15:12:19 new steering: 93, stabilized steering: 93, difference: 0 
15:15:30 new steering: 125, stabilized steering: 96, difference: 29 
15:15:30 new steering: 145, stabilized steering: 101, difference: 44 
15:15:31 new steering: 137, stabilized steering: 106, difference: 31 
15:15:31 new steering: 103, stabilized steering: 103, difference: 0 
15:15:31 new steering: 93, stabilized steering: 98, difference: 5 
15:15:32 new steering: 109, stabilized steering: 103, difference: 6 
15:15:32 new steering: 112, stabilized steering: 108, difference: 4 
15:15:32 new steering: 115, stabilized steering: 113, difference: 2 
15:15:32 new steering: 120, stabilized steering: 118, difference: 2 
15:15:33 new steering: 127, stabilized steering: 123, difference: 4 
15:15:33 new steering: 115, stabilized steering: 118, difference: 3 
15:15:34 new steering: 94, stabilized steering: 113, difference: 19 
15:15:34 new steering: 90, stabilized steering: 108, difference: 18 
15:15:35 new steering: 78, stabilized steering: 103, difference: 25 
15:15:35 new steering: 124, stabilized steering: 108, difference: 16 
15:15:36 new steering: 113, stabilized steering: 113, difference: 0 
15:15:36 new steering: 86, stabilized steering: 108, difference: 22 
15:15:37 new steering: 85, stabilized steering: 103, difference: 18 
15:15:37 new steering: 71, stabilized steering: 98, difference: 27 
15:15:37 new steering: 141, stabilized steering: 103, difference: 38 
15:15:38 new steering: 114, stabilized steering: 108, difference: 6 
15:15:38 new steering: 121, stabilized steering: 113, difference: 8 
15:15:38 new steering: 71, stabilized steering: 108, difference: 37 
15:15:39 new steering: 123, stabilized steering: 113, difference: 10 
15:15:39 new steering: 151, stabilized steering: 118, difference: 33 
15:15:40 new steering: 107, stabilized steering: 113, difference: 6 
15:15:40 new steering: 95, stabilized steering: 108, difference: 13 
15:15:40 new steering: 79, stabilized steering: 103, difference: 24 
15:15:41 new steering: 91, stabilized steering: 98, difference: 7 
15:15:41 new steering: 85, stabilized steering: 93, difference: 8 
15:15:41 new steering: 100, stabilized steering: 98, difference: 2 
15:15:42 new steering: 89, stabilized steering: 93, difference: 4 
15:15:42 new steering: 79, stabilized steering: 88, difference: 9 
15:15:42 new steering: 96, stabilized steering: 93, difference: 3 
15:15:43 new steering: 102, stabilized steering: 98, difference: 4 
15:15:43 new steering: 90, stabilized steering: 93, difference: 3 
15:15:43 new steering: 98, stabilized steering: 98, difference: 0 
15:15:44 new steering: 91, stabilized steering: 93, difference: 2 
15:15:44 new steering: 83, stabilized steering: 88, difference: 5 
15:15:44 new steering: 90, stabilized steering: 90, difference: 0 
15:15:45 new steering: 89, stabilized steering: 89, difference: 0 
15:15:45 new steering: 96, stabilized steering: 94, difference: 2 
15:15:45 new steering: 95, stabilized steering: 95, difference: 0 
15:15:45 new steering: 91, stabilized steering: 91, difference: 0 
15:15:46 new steering: 85, stabilized steering: 86, difference: 1 
15:15:46 new steering: 91, stabilized steering: 91, difference: 0 
15:15:46 new steering: 86, stabilized steering: 86, difference: 0 
15:15:47 new steering: 83, stabilized steering: 83, difference: 0 
15:15:47 new steering: 104, stabilized steering: 88, difference: 16 
15:15:47 new steering: 90, stabilized steering: 90, difference: 0 
15:15:48 new steering: 98, stabilized steering: 95, difference: 3 
15:15:48 new steering: 63, stabilized steering: 90, difference: 27 
15:15:48 new steering: 113, stabilized steering: 95, difference: 18 
15:15:49 new steering: 92, stabilized steering: 92, difference: 0 
15:15:49 new steering: 72, stabilized steering: 87, difference: 15 
15:15:50 new steering: 70, stabilized steering: 82, difference: 12 
15:15:50 new steering: 105, stabilized steering: 87, difference: 18 
15:15:50 new steering: 120, stabilized steering: 92, difference: 28 
15:15:51 new steering: 128, stabilized steering: 97, difference: 31 
15:15:51 new steering: 45, stabilized steering: 92, difference: 47 
15:15:51 new steering: 142, stabilized steering: 97, difference: 45 
15:15:52 new steering: 138, stabilized steering: 102, difference: 36 
15:15:52 new steering: 124, stabilized steering: 107, difference: 17 
15:15:52 new steering: 103, stabilized steering: 103, difference: 0 
15:15:53 new steering: 135, stabilized steering: 108, difference: 27 
15:15:53 new steering: 101, stabilized steering: 103, difference: 2 
15:15:53 new steering: 91, stabilized steering: 98, difference: 7 
15:15:54 new steering: 95, stabilized steering: 95, difference: 0 
15:15:54 new steering: 104, stabilized steering: 100, difference: 4 
15:15:55 new steering: 92, stabilized steering: 95, difference: 3 
15:15:55 new steering: 78, stabilized steering: 90, difference: 12 
15:15:55 new steering: 99, stabilized steering: 95, difference: 4 
15:15:56 new steering: 94, stabilized steering: 94, difference: 0 
15:15:56 new steering: 86, stabilized steering: 89, difference: 3 
15:15:57 new steering: 90, stabilized steering: 90, difference: 0 
15:15:57 new steering: 120, stabilized steering: 95, difference: 25 
15:15:57 new steering: 131, stabilized steering: 100, difference: 31 
15:15:58 new steering: 97, stabilized steering: 97, difference: 0 
15:15:58 new steering: 52, stabilized steering: 92, difference: 40 
15:15:59 new steering: 95, stabilized steering: 95, difference: 0 
15:15:59 new steering: 94, stabilized steering: 94, difference: 0 
15:16:00 new steering: 107, stabilized steering: 99, difference: 8 
15:16:00 new steering: 106, stabilized steering: 104, difference: 2 
15:16:01 new steering: 116, stabilized steering: 109, difference: 7 
15:16:01 new steering: 123, stabilized steering: 114, difference: 9 
15:16:02 new steering: 74, stabilized steering: 109, difference: 35 
15:16:02 new steering: 103, stabilized steering: 104, difference: 1 
15:16:03 new steering: 120, stabilized steering: 109, difference: 11 
15:16:03 new steering: 102, stabilized steering: 104, difference: 2 
15:16:04 new steering: 67, stabilized steering: 99, difference: 32 
15:16:04 new steering: 80, stabilized steering: 94, difference: 14 
15:16:04 new steering: 99, stabilized steering: 99, difference: 0 
15:16:04 new steering: 100, stabilized steering: 100, difference: 0 
15:16:05 new steering: 94, stabilized steering: 95, difference: 1 
15:16:05 new steering: 96, stabilized steering: 96, difference: 0 
15:16:05 new steering: 99, stabilized steering: 99, difference: 0 
15:16:06 new steering: 87, stabilized steering: 94, difference: 7 
15:16:06 new steering: 88, stabilized steering: 89, difference: 1 
15:16:06 new steering: 87, stabilized steering: 87, difference: 0 
15:16:07 new steering: 102, stabilized steering: 92, difference: 10 
15:16:07 new steering: 81, stabilized steering: 87, difference: 6 
15:16:07 new steering: 74, stabilized steering: 82, difference: 8 
15:16:08 new steering: 88, stabilized steering: 87, difference: 1 
15:16:08 new steering: 90, stabilized steering: 90, difference: 0 
15:16:08 new steering: 105, stabilized steering: 95, difference: 10 
15:16:09 new steering: 95, stabilized steering: 95, difference: 0 
15:16:09 new steering: 78, stabilized steering: 90, difference: 12 
15:16:09 new steering: 91, stabilized steering: 91, difference: 0 
15:16:09 new steering: 88, stabilized steering: 88, difference: 0 
15:16:10 new steering: 86, stabilized steering: 86, difference: 0 
15:16:10 new steering: 95, stabilized steering: 91, difference: 4 
15:16:10 new steering: 98, stabilized steering: 96, difference: 2 
15:16:11 new steering: 94, stabilized steering: 94, difference: 0 
15:16:11 new steering: 82, stabilized steering: 89, difference: 7 
15:16:11 new steering: 91, stabilized steering: 91, difference: 0 
15:16:12 new steering: 95, stabilized steering: 95, difference: 0 
15:16:12 new steering: 93, stabilized steering: 93, difference: 0 
15:16:12 new steering: 84, stabilized steering: 88, difference: 4 
15:16:13 new steering: 82, stabilized steering: 83, difference: 1 
15:16:13 new steering: 86, stabilized steering: 86, difference: 0 
15:16:13 new steering: 97, stabilized steering: 91, difference: 6 
15:16:13 new steering: 84, stabilized steering: 86, difference: 2 
15:16:14 new steering: 109, stabilized steering: 91, difference: 18 
15:16:14 new steering: 102, stabilized steering: 96, difference: 6 
15:16:14 new steering: 81, stabilized steering: 91, difference: 10 
15:16:14 new steering: 81, stabilized steering: 86, difference: 5 
15:16:15 new steering: 79, stabilized steering: 81, difference: 2 
15:16:15 new steering: 80, stabilized steering: 80, difference: 0 
15:16:16 new steering: 86, stabilized steering: 85, difference: 1 
15:16:16 new steering: 101, stabilized steering: 90, difference: 11 
15:16:16 new steering: 89, stabilized steering: 89, difference: 0 
15:16:16 new steering: 70, stabilized steering: 84, difference: 14 
15:16:17 new steering: 71, stabilized steering: 79, difference: 8 
15:16:17 new steering: 76, stabilized steering: 76, difference: 0 
15:16:17 new steering: 73, stabilized steering: 73, difference: 0 
15:16:17 new steering: 71, stabilized steering: 71, difference: 0 
15:16:18 new steering: 63, stabilized steering: 66, difference: 3 
15:16:18 new steering: 70, stabilized steering: 70, difference: 0 
15:16:18 new steering: 82, stabilized steering: 75, difference: 7 
15:16:19 new steering: 84, stabilized steering: 80, difference: 4 
15:16:19 new steering: 75, stabilized steering: 75, difference: 0 
15:16:19 new steering: 91, stabilized steering: 80, difference: 11 
15:16:21 new steering: 65, stabilized steering: 75, difference: 10 
15:16:21 new steering: 78, stabilized steering: 78, difference: 0 
15:16:21 new steering: 52, stabilized steering: 73, difference: 21 
15:16:22 new steering: 82, stabilized steering: 78, difference: 4 
15:16:22 new steering: 68, stabilized steering: 73, difference: 5 
15:16:22 new steering: 128, stabilized steering: 78, difference: 50 
15:16:23 new steering: 69, stabilized steering: 73, difference: 4 
15:16:23 new steering: 131, stabilized steering: 78, difference: 53 
15:16:24 new steering: 88, stabilized steering: 83, difference: 5 
15:16:24 new steering: 93, stabilized steering: 88, difference: 5 
15:16:24 new steering: 90, stabilized steering: 90, difference: 0 
15:16:25 new steering: 111, stabilized steering: 95, difference: 16 
15:16:25 new steering: 81, stabilized steering: 90, difference: 9 
15:16:26 new steering: 129, stabilized steering: 95, difference: 34 
15:16:26 new steering: 77, stabilized steering: 90, difference: 13 
15:16:27 new steering: 71, stabilized steering: 85, difference: 14 
15:16:27 new steering: 93, stabilized steering: 90, difference: 3 
15:16:28 new steering: 119, stabilized steering: 95, difference: 24 
15:16:28 new steering: 96, stabilized steering: 96, difference: 0 
15:16:29 new steering: 93, stabilized steering: 93, difference: 0 
15:16:29 new steering: 80, stabilized steering: 88, difference: 8 
15:16:30 new steering: 86, stabilized steering: 86, difference: 0 
15:16:30 new steering: 95, stabilized steering: 91, difference: 4 
15:16:31 new steering: 81, stabilized steering: 86, difference: 5 
15:16:31 new steering: 84, stabilized steering: 84, difference: 0 
15:16:32 new steering: 109, stabilized steering: 89, difference: 20 
15:16:32 new steering: 95, stabilized steering: 94, difference: 1 
15:16:33 new steering: 93, stabilized steering: 93, difference: 0 
15:16:33 new steering: 102, stabilized steering: 98, difference: 4 
15:16:34 new steering: 100, stabilized steering: 100, difference: 0 
15:16:34 new steering: 94, stabilized steering: 95, difference: 1 
